image,class,prediction
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/a-y-jackson_a-copse-evening-1918.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/a-y-jackson_skeena-crossing-1926.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/a-y-jackson_the-beothic-at-bache-post-ellesmere-island-1928.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_a-good-capture-on-the-black-mountain-the-command-of-an-austrian-battalion-discovered-in-a-cave-and-1915.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_a-mob-of-thieves-had-raided-horses-in-the-romanian-village-of-izmall-raised-the-alarm-the-peasants-1931.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_allegorical-scene.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_fly-of-gabriele-dannunzio-over-trieste-1915.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_italian-soldiers-haul-their-cannon-up-a-mountainside-1915.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_massacre-at-tiflis-city-council-building-october-15-1905-1905.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_soldati.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_the-220-prisoners-taken-in-the-fight-for-the-possession-of-the-freikofel-pass-1915.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_the-facts-of-innsbruck.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_the-journey-of-the-sovereigns-to-england-their-arrives-in-londons-guildhall-1903.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_the-king-and-hon-salandra-visit-the-front-of-our-war-amidst-the-enthusiastic-cheers-of-the-troops-1915.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_the-romanian-soldiers-of-the-3rd-regiment-of-the-legione-romena-receving-the-flag-at-the-ceremony-of-1919.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_un-nostro-dirigibile-lancia-bombe-sul-nodo-ferroviario-di-divaccia-producendo-gravi-danni-1915.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_villa-amendola-1918.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/achille-beltrame_young-woman-in-profile-1900.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/akseli-gallen-kallela_spring-study-for-the-jus-lius-mausoleum-frescos-1903.jpg,0,0.0001
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/aladar-korosfoi-kriesch_vanity-1904.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/albert-lynch_a-doctor-and-some-women-attend-to-and-prepare-band.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/albert-lynch_femmes-prenant-le-the.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/albert-lynch_jeune-femme-au-chapeau.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/albert-lynch_the-letter.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alberto-magnelli_maschere-no-1-1909.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alexander-khvostenko-khvostov_sketch-of-scenery-for-the-opera-love-for-three-oranges-1926.jpg,0,0.0002
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alexandre-benois_chinese-pavilion-jealous.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alexandre-benois_hermann-at-the-entrance-to-the-countess.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alexandre-benois_interieur.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alexandre-benois_letter-t-1904.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alexandre-benois_on-the-waterfront-set-design-for-shakespeare-s-drama-the-merchant-of-venice.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alfred-roller_illustration-to-a-poem-by-arno-holz-1898-0.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_8th-sokol-festival-1912.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_austria-1899.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_champagne-printer-publisher-1897.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_chocolat-masson-1897.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_cropped-print-of-four-panels-each-depicting-one-of-the-four-seasons-personified-by-a-woman.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_heidsieck-1901.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_madonna-of-the-lilies-1905.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_nude-on-a-rock-1899.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_portrait-of-josephine-crane-bradley-as-slavia.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_poster-presentation-of-andersen-s-snow-queen.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_princess-hyacinth-1911.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_sarah-bernhardt-1896.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_self-portrait-1899.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_self-portrait-1907.jpg,0,0.0002
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_the-west-end-review-1898.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/alphonse-mucha_thistle-from-the-sands.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anders-zorn_frances-cleveland.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/andrei-ryabushkin_nastassja-mikulichna.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_a-window-1912.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_academy-of-arts.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_fiesole-italy-1904.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_finland-with-a-blue-sky-1910.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_fontanka-1922.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_gear-1917.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_leningrad-fontanka-and-the-summer-garden-in-frost-1929.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_petersburg-new-holland-1901.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_petersburg-the-summer-garden-in-winter-1902.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/anna-ostroumova-lebedeva_venice-grand-canal-grey-day-1911.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/art_nouveau/antonio-de-la-gandara_femme-en-rose-1905.jpg,0,0.0022
