image,class,prediction
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/abidin-dino_madenci.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/abidin-dino_unknown-title-6.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/abidin-dino_unknown-title.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/abidin-dino_yelkenli.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/abraham-manievich_country-landscape.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/abraham-manievich_quiet-autumn-day.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/abraham-manievich_unfinished-painting.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/ad-reinhardt_the-rescue-of-art-1946.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/adolf-fleischmann_harbour-1928.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/adolf-fleischmann_sill-life-with-fruits-mussels-and-a-bottle.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/afewerk-tekle_demera-1974.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/afewerk-tekle_mother-ethiopia-1963.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/akseli-gallen-kallela_portrait-of-phyllis-sj-str-m-1914.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/akseli-gallen-kallela_poster-for-the-german-exposition-of-art-in-ateneum-1922.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/aladar-korosfoi-kriesch_fair-1917.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/aladar-korosfoi-kriesch_lakeshore.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/albert-bloch_cityscape.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/albert-bloch_interior.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/albert-tucker_victory-girls-1943.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alberto-burri_procession-of-the-dead-christ-1946.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alberto-giacometti_diego-seated-1948.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alberto-giacometti_head.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alberto-magnelli_farmers-at-table-1922.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alberto-sughi_guests-entry-1987.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alberto-sughi_ilness-1964.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alberto-sughi_woman-with-child-mother-and-son-1966.jpg,0,0.0001
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/albin-egger-lienz_der-auferstandene-1925.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/albin-egger-lienz_der-pfluger-1920.jpg,0,0.764
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/albin-egger-lienz_haspinger-1809-1908.jpg,0,0.8835
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/albin-egger-lienz_vermittlung-prof-dr-rudolf-leopold.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alekos-kontopoulos_despite-fourth-hour-is-coming-1973.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexander-bogen_woman-in-blue-1981.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexander-bogen_woman-with-red-dress-1978.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexander-calder_big-bird-1937.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexander-calder_brooch-1936.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexander-calder_fish-pull-toy-1960.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexander-calder_frank-crowninshield-1928.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexander-calder_ring-1938.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexander-calder_spiny-maquette-1939.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexandre-jacovleff_dessins-et-peintures-d-afrique-execut-s-au-cours-de-l-exp-dition-citro-n-centre-afrique-1927.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexandre-jacovleff_double-portrait.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexandre-jacovleff_fara-ali-afdem.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexandre-jacovleff_man-with-a-monkey-1915.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexandre-jacovleff_men-of-the-banda-tribe.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexandre-jacovleff_on-the-balcony-1936.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexandre-jacovleff_woman-portrait.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexej-von-jawlensky_astonishment-1919.jpg,0,0.0006
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexej-von-jawlensky_blauer-berg-1910.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexej-von-jawlensky_blumen-in-einer-vase-1918.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexej-von-jawlensky_bretonische-b-uerin-1905.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexej-von-jawlensky_portrait-of-a-girl-1909.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexej-von-jawlensky_the-blue-mantilla-1913.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alexis-gritchenko_untitled.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alice-bailly_fontaine-dans-un-jardin-de-rome-1934.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alice-neel_andrew-1978.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alice-neel_dana-gordon-1972.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alice-neel_sherry-speeth-1964.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alice-neel_stephen-herbert-1977.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/alla-horska_bride-1960.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/allan-kaprow_calling-1966.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/allan-kaprow_from-james-joyce-s-ulysses-1956.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/allan-randall-freelon_boats-in-harbor.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/amadeo-de-souza-cardoso_amadeo-and-manuel-laranjeiro-1906.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/amadeo-de-souza-cardoso_os-galgos-1911.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/amedeo-modigliani_beatrice-hastings-1915.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/amedeo-modigliani_madame-dorival-1916.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/amedeo-modigliani_nude.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/amedeo-modigliani_portrait-of-beatrice-hastings-1916-1.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/anatol-petrytsky_harbor-1931.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/anatoli-papian_self-portrait-1999.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/andre-derain_black-scarf-1935.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/andre-derain_portrait-of-lucien-gilbert-1906.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/andre-derain_the-artist-in-his-studio-1920.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/andre-derain_the-offering-1913.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/anita-malfatti_a-onda-1917.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/anita-malfatti_a-ventania-1917.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/anita-malfatti_samba-1945.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/anselm-kiefer_winter-landscape-1970.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/anton-prinner_female-busts-and-swirl-of-hands.jpg,0,0.9941
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/anton-prinner_la-femme-grand-siege-om-mani-padme-hum.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/anton-prinner_picasso-notre-dame-de-vie.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/antonietta-raphael_fanciulla-con-la-bocca-rossa-1953.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/antonietta-raphael_mafai-con-i-pennelli-1943.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/antonietta-raphael_unknown-title-6.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/antonio-carneiro_contempla-o-1911.jpg,0,0.9988
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/armand-henrion_self-portrait-1.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/armand-henrion_self-portrait-14.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/arturo-souto_ball-1931.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/arturo-souto_dance-class-1932.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/arturo-souto_young-family.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/august-macke_dog-on-fire.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/august-macke_female-nude-with-corall-necklace.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/expressionism/august-macke_in-the-zoological-garden-1914.jpg,0,0.0
